gene	rho	pval	group
2510002D24Rik	-0.212511859251621	0.686030866008896	none
2510009E07Rik	0.657142857142857	0.175	none
2510039O18Rik	-0.0857142857142857	0.919444444444444	none
2610001J05Rik	-0.455382555539187	0.364143251942978	none
2610002M06Rik	0.394664881467296	0.438739251517016	none
2610008E11Rik	0.2	0.713888888888889	none
2610021A01Rik	-0.142857142857143	0.802777777777778	none
2610028H24Rik	0.2	0.713888888888889	none
2610042L04Rik	0.212511859251621	0.686030866008896	none
2610301B20Rik	0.257142857142857	0.658333333333333	none
2610318N02Rik	0.371428571428571	0.497222222222222	none
2610507B11Rik	0.257142857142857	0.658333333333333	none
2610528A11Rik	0.0579771035652448	0.913131785162327	none
2610528J11Rik	0.637535577754862	0.173260315298534	none
2700049A03Rik	0.371428571428571	0.497222222222222	none
2700062C07Rik	-0.698253251826754	0.122839463373396	none
2700081O15Rik	0.142857142857143	0.802777777777778	none
2700097O09Rik	-0.0857142857142857	0.919444444444444	none
2810004N23Rik	0.314285714285714	0.563888888888889	none
2810006K23Rik	-0.371428571428571	0.497222222222222	none
2810021J22Rik	0.0579771035652448	0.913131785162327	none
2810408A11Rik	0.698253251826754	0.122839463373396	none
2810459M11Rik	0.371428571428571	0.497222222222222	none
2900026A02Rik	0.142857142857143	0.802777777777778	none
2900092C05Rik	0.257142857142857	0.658333333333333	none
3110001I22Rik	0.0303588370359458	0.954475734693563	none
3110009E18Rik	-0.314285714285714	0.563888888888889	none
3110021N24Rik	-0.714285714285714	0.136111111111111	none
3110040N11Rik	-0.2	0.713888888888889	none
3110082I17Rik	0.2	0.713888888888889	none
3110082J24Rik	-0.0303588370359458	0.954475734693563	none
3300002I08Rik	0.485714285714286	0.355555555555556	none
3425401B19Rik	0.657142857142857	0.175	none
3830403N18Rik	0.724713794565561	0.103242804623708	none
3830406C13Rik	0.6	0.241666666666667	none
3830417A13Rik	0.0303588370359458	0.954475734693563	none
4430402I18Rik	0.257142857142857	0.658333333333333	none
4632433K11Rik	-0.392792202424786	0.441112809121304	none
4833420G17Rik	-0.0857142857142857	0.919444444444444	none
4833427G06Rik	0.485714285714286	0.355555555555556	none
4833439L19Rik	-0.771428571428571	0.102777777777778	none
4921504E06Rik	0.828571428571429	0.0583333333333333	none
4921507P07Rik	-0.542857142857143	0.297222222222222	none
4921517D22Rik	0.6	0.241666666666667	none
4921524J17Rik	0.657142857142857	0.175	none
4921524L21Rik	0.428571428571429	0.419444444444444	none
4921536K21Rik	0.142857142857143	0.802777777777778	none
4921539E11Rik	0.714285714285714	0.136111111111111	none
4930402F06Rik	0.371428571428571	0.497222222222222	none
4930402H24Rik	0.0857142857142857	0.919444444444444	none
4930402K13Rik	0.845154254728517	0.0341094231674096	pos
4930404H24Rik	NA	NA	none
4930404N11Rik	-0.657142857142857	0.175	none
4930407I10Rik	0.57681790368297	0.2307322519546	none
4930412O13Rik	NA	NA	none
4930415L06Rik	NA	NA	none
4930415O20Rik	0.485714285714286	0.355555555555556	none
4930430F08Rik	0.828571428571429	0.0583333333333333	none
4930432K21Rik	0.0857142857142857	0.919444444444444	none
4930432M17Rik	0.439480212458829	0.383220913257781	none
4930433I11Rik	-0.777541914350235	0.0687269414410896	none
4930438A08Rik	0.885714285714286	0.0333333333333333	pos
4930444G20Rik	NA	NA	none
4930444P10Rik	0.314285714285714	0.563888888888889	none
4930447A16Rik	-0.2	0.713888888888889	none
4930447C04Rik	0.714285714285714	0.136111111111111	none
4930449I24Rik	-0.777541914350235	0.0687269414410896	none
4930451I11Rik	-0.130930734141595	0.804726162223106	none
4930452B06Rik	0.314285714285714	0.563888888888889	none
4930453N24Rik	0.771428571428571	0.102777777777778	none
4930455H04Rik	0.371428571428571	0.497222222222222	none
4930469K13Rik	0.771428571428571	0.102777777777778	none
4930470P17Rik	0.142857142857143	0.802777777777778	none
4930474N05Rik	0.50709255283711	0.304558784680535	none
4930486L24Rik	-0.927633657043918	0.00766584418747313	neg
4930503B20Rik	0.371867872080547	0.467910199034463	none
4930503E14Rik	0.771428571428571	0.102777777777778	none
4930503L19Rik	0.257142857142857	0.658333333333333	none
4930505A04Rik	0.371428571428571	0.497222222222222	none
4930512M02Rik	0.771428571428571	0.102777777777778	none
4930513O06Rik	0.130930734141595	0.804726162223106	none
4930516K23Rik	0.270449361513125	0.604216677237078	none
4930519G04Rik	0.142857142857143	0.802777777777778	none
4930522H14Rik	0.0285714285714286	1	none
4930522L14Rik	-0.428571428571429	0.419444444444444	none
4930523C07Rik	0.257142857142857	0.658333333333333	none
4930524B15Rik	0.492805380304581	0.320632582865828	none
4930544D05Rik	-0.0676123403782813	0.898736031924871	none
4930544G11Rik	NA	NA	none
4930548H24Rik	-0.151794185179729	0.774057503165657	none
4930550C14Rik	0.0285714285714286	1	none
4930550L24Rik	0.231908414260979	0.658373571260927	none
4930556J24Rik	0.314285714285714	0.563888888888889	none
4930558C23Rik	0.0285714285714286	1	none
4930558K02Rik	0.0285714285714286	1	none
4930562C15Rik	-0.0285714285714286	1	none
4930563E22Rik	-0.257142857142857	0.658333333333333	none
4930563M21Rik	0.173931310695735	0.741733927731628	none
4930564D02Rik	0.828571428571429	0.0583333333333333	none
4930568D16Rik	0.371428571428571	0.497222222222222	none
4930578G10Rik	0.6	0.241666666666667	none
4930578I06Rik	0.771428571428571	0.102777777777778	none
4930579F01Rik	0.2	0.713888888888889	none
4930579G24Rik	0.942857142857143	0.0166666666666667	pos
4930583I09Rik	-0.101418510567422	0.848393815060357	none
4930590J08Rik	0.771428571428571	0.102777777777778	none
4930595D18Rik	0.0285714285714286	1	none
4930595M18Rik	-0.0285714285714286	1	none
4930596D02Rik	0.338061701891407	0.512225258699542	none
4931400O07Rik	NA	NA	none
4931406B18Rik	0.273229533323512	0.600354590429111	none
4931406C07Rik	-0.314285714285714	0.563888888888889	none
4931406P16Rik	0.2	0.713888888888889	none
4931408C20Rik	-0.135224680756563	0.798399318803502	none
4931414P19Rik	0.257142857142857	0.658333333333333	none
4931417E11Rik	-0.654653670707977	0.158302423375458	none
4931422A03Rik	-0.142857142857143	0.802777777777778	none
4931428F04Rik	0.771428571428571	0.102777777777778	none
4931428L18Rik	0.257142857142857	0.658333333333333	none
4931429L15Rik	-0.0285714285714286	1	none
4932411N23Rik	-0.0338061701891407	0.949310062527826	none
4932414N04Rik	0.428571428571429	0.419444444444444	none
4932415D10Rik	0.0285714285714286	1	none
4932429P05Rik	0.130930734141595	0.804726162223106	none
4932438A13Rik	0.428571428571429	0.419444444444444	none
4932438H23Rik	0.828571428571429	0.0583333333333333	none
4933400A11Rik	-0.130930734141595	0.804726162223106	none
4933402D24Rik	0.550782483869826	0.257369331622575	none
4933402E13Rik	0.516100229611079	0.294583741462461	none
4933402J07Rik	-0.2	0.713888888888889	none
4933402N03Rik	0.151794185179729	0.774057503165657	none
4933402N22Rik	-0.392792202424786	0.441112809121304	none
4933403O08Rik	0.130930734141595	0.804726162223106	none
4933405L10Rik	0.0857142857142857	0.919444444444444	none
4933405O20Rik	-0.540898723026251	0.267777671514749	none
4933407L21Rik	0.144942758913112	0.784108369602108	none
4933409G03Rik	0.257142857142857	0.658333333333333	none
4933411K16Rik	0.654653670707977	0.158302423375458	none
4933412E24Rik	-0.130930734141595	0.804726162223106	none
4933414I15Rik	-0.130930734141595	0.804726162223106	none
4933417A18Rik	0.521793932087204	0.288343233800394	none
4933421I07Rik	0.101418510567422	0.848393815060357	none
4933424G06Rik	-0.6	0.241666666666667	none
4933427D14Rik	0.6	0.241666666666667	none
4933428G20Rik	0.6	0.241666666666667	none
4933428M09Rik	NA	NA	none
4933430I17Rik	0.428571428571429	0.419444444444444	none
4933436I01Rik	-0.654653670707977	0.158302423375458	none
5031439G07Rik	-0.2	0.713888888888889	none
5330417C22Rik	0.657142857142857	0.175	none
5430401F13Rik	0.0857142857142857	0.919444444444444	none
5430402E10Rik	-0.392792202424786	0.441112809121304	none
5430403G16Rik	0.2	0.713888888888889	none
5430427O19Rik	0.314285714285714	0.563888888888889	none
5530400C23Rik	0.130930734141595	0.804726162223106	none
5530401A14Rik	-0.0857142857142857	0.919444444444444	none
5730409E04Rik	-0.455382555539187	0.364143251942978	none
5730455P16Rik	-0.0285714285714286	1	none
5730480H06Rik	0.771428571428571	0.102777777777778	none
5730507C01Rik	-0.637748139217693	0.17307111024126	none
5730522E02Rik	0.6	0.241666666666667	none
5830411N06Rik	0.542857142857143	0.297222222222222	none
6030458C11Rik	0.0285714285714286	1	none
6030468B19Rik	-0.579771035652448	0.227783956715016	none
6030498E09Rik	0.485714285714286	0.355555555555556	none
6330403K07Rik	-0.333947207395404	0.51770020830544	none
6330409D20Rik	-0.542857142857143	0.297222222222222	none
6330411D24Rik	0.371428571428571	0.497222222222222	none
6430548M08Rik	0.371428571428571	0.497222222222222	none
6430550D23Rik	0.485714285714286	0.355555555555556	none
6430571L13Rik	0.771428571428571	0.102777777777778	none
6430628N08Rik	0.0338061701891407	0.949310062527826	none
6720489N17Rik	0.637535577754862	0.173260315298534	none
6820408C15Rik	-0.142857142857143	0.802777777777778	none
7420426K07Rik	NA	NA	none
7530416G11Rik	0.257142857142857	0.658333333333333	none
8030462N17Rik	-0.2	0.713888888888889	none
8030474K03Rik	0.811679449913428	0.0498575851013404	pos
9030624G23Rik	0.2	0.713888888888889	none
9130008F23Rik	0.492805380304581	0.320632582865828	none
9130019O22Rik	0.811679449913428	0.0498575851013404	pos
9130023H24Rik	0.521793932087204	0.288343233800394	none
9130230L23Rik	0.521793932087204	0.288343233800394	none
9130401M01Rik	0.142857142857143	0.802777777777778	none
9130409I23Rik	-0.289885517826224	0.577351787034874	none
9230102O04Rik	0.394664881467296	0.438739251517016	none
9230112D13Rik	-0.657142857142857	0.175	none
9330159F19Rik	-0.130930734141595	0.804726162223106	none
9330182L06Rik	0.542857142857143	0.297222222222222	none
9330182O14Rik	0.428571428571429	0.419444444444444	none
9430015G10Rik	0.0285714285714286	1	none
9430038I01Rik	-0.428571428571429	0.419444444444444	none
9430069I07Rik	0.392792202424786	0.441112809121304	none
9530002B09Rik	0.314285714285714	0.563888888888889	none
9530003J23Rik	0.758970925898645	0.0801412280583238	none
9530053A07Rik	0.771428571428571	0.102777777777778	none
9530068E07Rik	-0.257142857142857	0.658333333333333	none
9530077C05Rik	-0.142857142857143	0.802777777777778	none
9630041A04Rik	0.142857142857143	0.802777777777778	none
9830107B12Rik	-0.492805380304581	0.320632582865828	none
9930012K11Rik	-0.0857142857142857	0.919444444444444	none
9930021J03Rik	0.0857142857142857	0.919444444444444	none
9930022D16Rik	0.0857142857142857	0.919444444444444	none
9930104L06Rik	-0.405839724956714	0.424662507561365	none
a	0.371428571428571	0.497222222222222	none
A030003K21Rik	NA	NA	none
A030005K14Rik	-0.304255531702266	0.55769938705682	none
A030005L19Rik	0.676123403782813	0.140357386618995	none
A030014E15Rik	-0.654653670707977	0.158302423375458	none
A130010J15Rik	0.0289885517826224	0.95652935238984	none
A1bg	0.257142857142857	0.658333333333333	none
A1cf	0.428571428571429	0.419444444444444	none
A230072I06Rik	0.698253251826754	0.122839463373396	none
A26c2	-0.142857142857143	0.802777777777778	none
A26c3	-0.212511859251621	0.686030866008896	none
A2m	-0.0857142857142857	0.919444444444444	none
A2ml1	-0.428571428571429	0.419444444444444	none
A330070K13Rik	0.0303588370359458	0.954475734693563	none
A3galt2	0.714285714285714	0.136111111111111	none
A430005L14Rik	-0.637535577754862	0.173260315298534	none
A430033K04Rik	0.6	0.241666666666667	none
A4galt	0.542857142857143	0.297222222222222	none
A4gnt	0.6	0.241666666666667	none
A530016L24Rik	0.0285714285714286	1	none
A530064D06Rik	-0.428571428571429	0.419444444444444	none
A530084C06Rik	-0.101418510567422	0.848393815060357	none
A630001G21Rik	0.657142857142857	0.175	none
A630010A05Rik	0.257142857142857	0.658333333333333	none
A630023A22Rik	0.657142857142857	0.175	none
A630073D07Rik	0.135224680756563	0.798399318803501	none
A630076J17Rik	-0.304255531702266	0.55769938705682	none
A630095N17Rik	0.714285714285714	0.136111111111111	none
A730009L09Rik	-0.0303588370359458	0.954475734693563	none
A730046J19Rik	-0.0338061701891407	0.949310062527826	none
A730049H05Rik	0.428571428571429	0.419444444444444	none
A730071L15Rik	0.392792202424786	0.441112809121304	none
A830005F24Rik	0.654653670707977	0.158302423375458	none
A830018L16Rik	0.485714285714286	0.355555555555556	none
A830031A19Rik	0.485714285714286	0.355555555555556	none
A930002H24Rik	-0.654653670707977	0.158302423375458	none
A930003A15Rik	0.0285714285714286	1	none
A930004D18Rik	0.714285714285714	0.136111111111111	none
A930007A09Rik	0.428571428571429	0.419444444444444	none
A930009A15Rik	0.144942758913112	0.784108369602108	none
A930017K11Rik	0.6	0.241666666666667	none
A930018P22Rik	-0.654653670707977	0.158302423375458	none
A930033H14Rik	-0.405839724956714	0.424662507561365	none
AA467197	-0.516100229611079	0.294583741462461	none
AA792892	-0.371428571428571	0.497222222222222	none
AA986860	0.142857142857143	0.802777777777778	none
Aaas	0.2	0.713888888888889	none
Aacs	0.314285714285714	0.563888888888889	none
Aadac	0.0303588370359458	0.954475734693563	none
Aadacl2	0.84066800169605	0.0360575728451593	pos
Aadacl2fm1	NA	NA	none
Aadacl2fm2	0.273229533323512	0.600354590429111	none
Aadacl2fm3	0.11595420713049	0.826848213385815	none
Aadacl3	-0.540898723026251	0.267777671514749	none
Aadacl4	0.439480212458829	0.383220913257781	none
Aadacl4fm1	-0.439480212458829	0.383220913257781	none
Aadacl4fm2	0.0289885517826224	0.95652935238984	none
AAdacl4fm3	0.371867872080547	0.467910199034463	none
Aadacl4fm4	0.0289885517826224	0.95652935238984	none
Aadacl4fm5	0.130930734141595	0.804726162223106	none
Aadat	0.771428571428571	0.102777777777778	none
Aagab	0.142857142857143	0.802777777777778	none
Aak1	0.371428571428571	0.497222222222222	none
Aamdc	0.314285714285714	0.563888888888889	none
Aamp	-0.314285714285714	0.563888888888889	none
Aanat	-0.0285714285714286	1	none
Aar2	0.314285714285714	0.563888888888889	none
Aard	-0.758970925898645	0.0801412280583236	none
Aars	0.6	0.241666666666667	none
Aars2	0.142857142857143	0.802777777777778	none
Aarsd1	0.0285714285714286	1	none
Aasdh	0.142857142857143	0.802777777777778	none
Aasdhppt	-0.2	0.713888888888889	none
Aass	0.657142857142857	0.175	none
Aatf	-0.0285714285714286	1	none
Aatk	0.771428571428571	0.102777777777778	none
AB124611	0.0857142857142857	0.919444444444444	none
Abat	0.6	0.241666666666667	none
Abca1	0.714285714285714	0.136111111111111	none
Abca12	0.485714285714286	0.355555555555556	none
Abca13	0.485714285714286	0.355555555555556	none
Abca14	0.542857142857143	0.297222222222222	none
Abca15	0.257142857142857	0.658333333333333	none
Abca16	0.485714285714286	0.355555555555556	none
Abca17	0.6	0.241666666666667	none
Abca2	-0.6	0.241666666666667	none
Abca3	0.485714285714286	0.355555555555556	none
Abca4	-0.0285714285714286	1	none
Abca5	0.257142857142857	0.658333333333333	none
Abca6	0.257142857142857	0.658333333333333	none
Abca7	0.0857142857142857	0.919444444444444	none
Abca8a	-0.0857142857142857	0.919444444444444	none
Abca8b	-0.0285714285714286	1	none
Abca9	0.314285714285714	0.563888888888889	none
Abcb10	-0.257142857142857	0.658333333333333	none
Abcb11	0.0285714285714286	1	none
Abcb1a	0.542857142857143	0.297222222222222	none
Abcb1b	0.0285714285714286	1	none
Abcb4	0.485714285714286	0.355555555555556	none
Abcb5	0.828571428571429	0.0583333333333333	none
Abcb6	-0.405839724956714	0.424662507561365	none
Abcb7	-0.371428571428571	0.497222222222222	none
Abcb8	-0.314285714285714	0.563888888888889	none
Abcb9	0.0285714285714286	1	none
Abcc1	0.485714285714286	0.355555555555556	none
Abcc10	-0.428571428571429	0.419444444444444	none
Abcc12	0.771428571428571	0.102777777777778	none
Abcc2	0.828571428571429	0.0583333333333333	none
Abcc3	0.0285714285714286	1	none
Abcc4	0.657142857142857	0.175	none
Abcc5	0.142857142857143	0.802777777777778	none
Abcc6	0.314285714285714	0.563888888888889	none
Abcc8	0.542857142857143	0.297222222222222	none
Abcc9	0.6	0.241666666666667	none
Abcd1	-0.657142857142857	0.175	none
Abcd2	0.771428571428571	0.102777777777778	none
Abcd3	0.0285714285714286	1	none
Abcd4	-0.142857142857143	0.802777777777778	none
Abce1	0.142857142857143	0.802777777777778	none
Abcf1	-0.0857142857142857	0.919444444444444	none
Abcf2	-0.371428571428571	0.497222222222222	none
Abcf3	0.0857142857142857	0.919444444444444	none
Abcg1	0.485714285714286	0.355555555555556	none
Abcg2	0.6	0.241666666666667	none
Abcg3	0.771428571428571	0.102777777777778	none
Abcg4	-0.714285714285714	0.136111111111111	none
Abcg5	0.485714285714286	0.355555555555556	none
Abcg8	0.942857142857143	0.0166666666666667	pos
Abhd10	-0.657142857142857	0.175	none
Abhd11	-0.314285714285714	0.563888888888889	none
Abhd12	0.0857142857142857	0.919444444444444	none
Abhd12b	0.428571428571429	0.419444444444444	none
Abhd13	0.371428571428571	0.497222222222222	none
Abhd14a	0.819688599970537	0.0458371412324532	pos
Abhd14b	0.485714285714286	0.355555555555556	none
Abhd15	-0.371428571428571	0.497222222222222	none
Abhd16a	-0.0285714285714286	1	none
Abhd16b	0.771428571428571	0.102777777777778	none
Abhd17a	-0.542857142857143	0.297222222222222	none
Abhd17b	-0.542857142857143	0.297222222222222	none
Abhd17c	0.2	0.713888888888889	none
Abhd18	-0.0285714285714286	1	none
Abhd2	0.428571428571429	0.419444444444444	none
Abhd3	0.371428571428571	0.497222222222222	none
Abhd4	0.142857142857143	0.802777777777778	none
Abhd5	-0.0285714285714286	1	none
Abhd6	0.542857142857143	0.297222222222222	none
Abhd8	0.521793932087204	0.288343233800394	none
Abi1	0.428571428571429	0.419444444444444	none
Abi2	0.2	0.713888888888889	none
Abi3	0.695725242782938	0.124789337440287	none
Abi3bp	0.2	0.713888888888889	none
Abitram	0.550782483869826	0.257369331622575	none
Abl1	-0.257142857142857	0.658333333333333	none
Abl2	0.0857142857142857	0.919444444444444	none
Ablim1	0.542857142857143	0.297222222222222	none
Ablim2	0.371428571428571	0.497222222222222	none
Ablim3	0.485714285714286	0.355555555555556	none
Abo	0.657142857142857	0.175	none
Abr	-0.0857142857142857	0.919444444444444	none
Abra	NA	NA	none
Abracl	0.318874069608847	0.537900560470205	none
Abraxas1	-0.0285714285714286	1	none
Abraxas2	-0.771428571428571	0.102777777777778	none
Abt1	-0.289885517826224	0.577351787034874	none
Abtb1	0.485714285714286	0.355555555555556	none
Abtb2	0.657142857142857	0.175	none
AC124742.1	0.304255531702266	0.55769938705682	none
AC124764.1	-0.492805380304581	0.320632582865828	none
