gene	Two-cell	Four-cell	Eight-cell	Blast	Morula	Oocyte	Sperm	Zygote
1700001C19Rik	0.009196686957	0.009730538922	0.005720629098	0.002654867257	0.004	0.004493463235	0.00462962963	0.01282051282
1700001J03Rik	0.02	0.01041665625	0	0.005	0	0	0	0.04347826087
1700001K19Rik	0.01869608152	0.009057971014	0.002229655518	0.004385963989	0	0.006571086022	0	0.02209944751
1700001L19Rik	0.009401067868	0.02534363918	0.002244670034	0.003500523511	0.007092198582	0	0.01056338028	0.02884615385
1700001O22Rik	0.003036242131	0.000998002994	0.00289017341	0.003006873711	0.004901957983	0.0008143322476	0	0.003875968992
1700001P01Rik	0.02820228372	0	0.0078125	0.005303030303	0	0.009900990099	0.02222222222	0.0303030303
1700003E16Rik	0.004434250765	0	0.0009124087591	0	0	0.005494505495	0	0
1700003F12Rik	0.005371315476	0	0.001602564103	0.003752259494	0	0.01061570701	0	0
1700003H04Rik	0.007210143478	0.02597402597	0	0	0	0	0	0
1700006A11Rik	0.0101	0.01746031429	0.009408604839	0	0	0	0	0.02739726027
1700007K13Rik	0.006087468085	0.01807228916	0.004487176923	0	0	0.008771921053	0	0.00957854023
1700008O03Rik	0.009138814363	0.003976861171	0.004511008065	0.0004642520891	0.002857142857	0.005278716216	0.003787878788	0.002808988764
1700009N14Rik	0	0.0303030303	0	0	0	0	0	0
1700010B08Rik	0.03205128846	0	0	0.00666666	0	0	0	0
1700010I14Rik	0.01987741779	0.009727626459	0.001374569588	0.002009361486	0	0.00293255132	0.003184713376	0.004587155963
1700011L22Rik	0.01544742584	0.01240875912	0.006345589977	0.002197111111	0.009803921569	0.002667920904	0.002673796791	0.005882352941
1700011M02Rik	0.01666666667	0	0.01333332	0	0	0	0	0
1700012A03Rik	0.009174311927	0.01923076923	0.004901955882	0	0	0	0	0.01086956522
1700012B07Rik	0.01083190346	0.01955306983	0.005020079174	0.003751914242	0.004019292605	0.0102905569	0	0.0109375
1700012B09Rik	0.006102592977	0.002958579882	0.009615384615	0.002741226974	0	0.01256410256	0	0.008620689655
1700012P22Rik	0.0203674913	0.02293577982	0.002032518293	0.01284055224	0.001644736842	0.003816793893	0	0.01201923077
1700013F07Rik	0.008660127451	0	0.003063724265	0	0	0.005405405405	0	0.003649635036
1700013G24Rik	0.00691244086	0.01515151515	0.01219512195	0.0008741261364	0	0.0078125	0	0.009090909091
1700013H16Rik	0.005930086142	0.008152173913	0.002604166667	0.002127659574	0	0	0	0.007407407407
1700014D04Rik	0.00641025641	0.004854368932	0.003184713376	0.003136198925	0.01149425287	0	0	0.01269840952
1700015F17Rik	0.01827783709	0.02192982237	0.004468981073	0	0.0176056338	0.006696428571	0.007936507937	0.007518796992
1700015G11Rik	0.0238095	0	0	0	0	0	0	0
1700016C15Rik	0.01998830633	0.007797269006	0.003831417625	0.0112037037	0	0.00358974359	0.02816901408	0.02447552448
1700016D06Rik	0.01230489866	0.005006586957	0.003608923885	0.001635874134	0	0.005145797599	0.002747252747	0.01902356818
1700016H13Rik	0.01430210868	0.008130079268	0	0.002839506667	0.002469133333	0.02568306011	0	0.02962962963
1700016K19Rik	0.007275130435	0	0.004199472441	0	0	0	0	0
1700017B05Rik	0.01526836701	0.002491694352	0.002551439506	0.007531166094	0.0005592852349	0.01024046269	0.001572325472	0.004926108374
1700017N19Rik	0.0104432026	0.01872658989	0.0008278145695	0.001089323529	0	0.002857142857	0	0.006172839506
1700018B08Rik	0.00669743852	0.01253687168	0.005882352941	0	0.008810572687	0.00622222	0	0.002857142857
1700018F24Rik	0.04642857143	0	0	0	0	0	0	0
1700018G05Rik	0.02795030435	0	0	0	0	0	0	0
1700019A02Rik	0.02503671806	0.03289473684	0.006734010101	0.02394366197	0.01826483562	0.007246376812	0.0051282	0.02227722772
1700019D03Rik	0.02284725152	0.01792885714	0.007504007769	0.009088877789	0.004901960784	0.001686340641	0	0.01295518067
1700019N19Rik	0.03468136765	0.0235690202	0	0.001838235294	0	0	0	0
1700020A23Rik	0.0386904375	0	0	0	0	0	0	0
1700020D05Rik	0	0.03191489362	0	0	0	0.006289301887	0	0.02325581395
1700020L24Rik	0	0	0	0.001650163366	0	0	0	0
1700020N01Rik	0.009092204382	0.02486187845	0.006648789604	0.00160944206	0.0119760479	0.0203056383	0	0.01645207296
1700021F07Rik	0.01499027551	0.009009009009	0	0.005050502674	0	0.004273504274	0.02631578947	0.00495049505
1700022I11Rik	0.02510275	0.0198776789	0.009604519774	0.009278060914	0.01646090123	0.03421368908	0.01333333333	0
1700024G13Rik	0.01115435897	0	0	0.001628664495	0	0.001557630841	0	0.007246373913
1700025B11Rik	0.01406925	0	0	0	0	0	0	0
1700025C18Rik	0.02153351653	0.01655555333	0.0148241206	0.002735561702	0	0.003164556962	0.01030927835	0.06329113924
1700025G04Rik	0.01392489353	0.01003027971	0.004469920089	0.003827637103	0.002181633688	0.009006089229	0.004720406681	0.01677023518
1700028J19Rik	0.01833511182	0.00863557513	0.001317521739	0.00788889	0.00251396648	0.001737451737	0	0
1700028K03Rik	0.01463089963	0.01298701299	0.01401869159	0.0007002815126	0	0.0251572327	0	0.012
1700028P14Rik	0.01213579782	0.02197530741	0.005149411953	0.003085824494	0.001612903226	0.004136252555	0	0.01766595289
1700029F12Rik	0.02549737104	0.01838235294	0.009803919786	0.02651515303	0.025	0	0	0.02597402597
1700029H14Rik	0.01659878816	0.003809525714	0	0.002990032558	0	0.02454337671	0	0.01351351351
1700029I15Rik	0.01212624419	0	0.02083333333	0.002325581395	0.01550386047	0.007246376812	0	0
1700029J07Rik	0.01293161695	0.01	0.005687436202	0.005405405405	0	0	0	0.004608294931
1700029P11Rik	0	0	0	0	0	0.009009	0	0
1700030J22Rik	0.01212121212	0.006379583732	0.00686641573	0.01163663363	0.00641025641	0.005341880342	0	0.002702702703
1700030K09Rik	0.02299671034	0.01950354255	0.0009652509653	0.003910949458	0	0.01722532402	0	0.02564102564
1700031F05Rik	0.009698275862	0.03431372059	0	0	0	0	0	0
1700031L13Rik	0.025	0	0	0	0	0	0	0
1700034E13Rik	0.02083332955	0.03381642029	0.002898547826	0.003289473684	0.01515151515	0.01075268817	0	0
1700034J05Rik	0.005952375	0.02083333333	0	0	0	0.01086956522	0	0
1700037C18Rik	0.01689926238	0.006086956522	0.008192090395	0.003968252381	0	0	0.01157406944	0.0158730119
1700037H04Rik	0.008456557895	0.008163265306	0.001552795031	0.001821494536	0	0.01100860886	0.00730994152	0.005464480874
1700042G07Rik	0.008064516129	0	0	0	0.0208333125	0	0	0
1700056E22Rik	0.0006793478261	0	0.002178647059	0	0	0.002777777778	0	0.002398079137
1700057G04Rik	0.01442115569	0.01452991282	0.02197197297	0.006535414579	0	0.002136752137	0.008928571429	0
1700064H15Rik	0.01655290102	0.01398601399	0.00544217551	0.0005995215827	0	0	0	0.0202020202
1700066B19Rik	0.01486160678	0.01186623301	0.001210653753	0.00195238	0	0.004746835443	0	0.009960155378
1700066M21Rik	0.003150910448	0.01111111111	0.004301070968	0.001666665	0	0.002016129032	0	0
1700067K01Rik	0.009956707792	0	0.007333336	0.00176056338	0.002450980392	0.004597703448	0	0
1700067P10Rik	0.01219512195	0	0.0095238	0	0	0	0	0
1700069L16Rik	0.01320226718	0.01212405827	0.003445635528	0.005462791141	0.004347826087	0.002447903339	0	0.01407211873
1700074P13Rik	0.004482758621	0	0	0.002688169355	0	0	0	0.02564102564
1700080O16Rik	0.003720241071	0	0.005952380952	0	0	0.02068965517	0	0
1700084M14Rik	0.03125	0	0	0	0	0	0	0
1700086D15Rik	0.01166666875	0.02140672477	0.01655629139	0	0	0	0	0
1700088E04Rik	0.01727478442	0.003443524793	0.004966887417	0.003009258333	0	0.001153401384	0	0.006896551724
1700092M07Rik	0	0	0	0	0	0	0	0
1700093K21Rik	0.007645256881	0.008333333333	0	0.002127659574	0	0.01428571429	0	0.01086956522
1700094D03Rik	0.01495726923	0.03571428571	0	0	0	0.03508771053	0.04166666667	0.05263157895
1700102P08Rik	0.01774035777	0.004672897196	0.001700680272	0.00924556213	0.01307189542	0.01824034335	0.009090909091	0.03691275168
1700109H08Rik	0.03701910169	0.03921568627	0.008163264286	0.002824858757	0	0	0	0.02380952381
1700113H08Rik	0.01204041586	0.01292102091	0.008483524304	0.003397105519	0.007168458333	0.004132699049	0.00419753037	0.01164045606
1700122O11Rik	0.006854251515	0	0	0	0	0	0	0
1700123K08Rik	0.007296467742	0	0.0074074	0	0	0.03448275862	0	0
1700123L14Rik	0	0	0	0	0	0.01234566667	0	0
1700123O20Rik	0.00896861435	0	0	0	0	0.006306308108	0	0.002732237705
1700125H20Rik	0.01710174096	0	0.008105368794	0.004662696429	0	0.006410259615	0	0.0125
1700129C05Rik	0.0350340102	0	0	0.003205128205	0	0	0	0.03703703704
1810009A15Rik	0.004270184783	0	0	0	0	0	0	0
1810010H24Rik	0	0	0	0	0.002016129032	0.00293255132	0	0
1810013L24Rik	0.01489426628	0.009553871212	0.01154909959	0.003829364286	0.004778971326	0.007894736842	0.007246376812	0.008305647841
1810020O05Rik	0.01182118992	0.002164502165	0.004664723032	0.000994191689	0.002985074627	0.00981338417	0.01098901099	0.01940639178
1810024B03Rik	0.01599867619	0	0.004504506757	0.002702702703	0.02727272727	0	0	0.01546391753
1810030O07Rik	0.02443310317	0	0.005801686709	0.008483032934	0	0.009541984733	0	0.01592356688
1810037I17Rik	0.001377413223	0	0.003144650943	0.006862745098	0	0	0	0.03225806452
1810046K07Rik	0.01516381778	0.007836990596	0.003984794404	0	0	0.002886002597	0.01111111111	0.007042253521
1810049J17Rik	0.007936507937	0.008928571429	0	0.0025641	0	0	0	0
1810055G02Rik	0.01728167846	0.01025641026	0.00572519084	0.0120114931	0.006451612903	0.005509640496	0	0.01388888889
1810058I24Rik	0.01390867155	0.01282051282	0.004137927586	0.01209253312	0.00625	0.02142857143	0	0.009375
1810062G17Rik	0.01506849315	0.007662827586	0.01029600901	0	0	0.01595744681	0	0.01408450704
1810065E05Rik	0.01290231391	0	0.01157407292	0	0.01923076923	0.02150537097	0	0.01219512195
2010003K11Rik	0.007142857143	0	0	0	0	0	0	0
2010106E10Rik	0.02142110658	0.01984126984	0.01601164629	0.01057692308	0.005649711864	0	0	0.009259259259
2010109A12Rik	0.0162192349	0.01470588235	0.02637362637	0	0	0	0	0
2010300C02Rik	0.01294347563	0.008655221337	0.003921988856	0.001640016985	0.001254612546	0.005652534184	0.003531073093	0.01172293569
2010315B03Rik	0.008012820513	0	0	0	0	0	0.03125	0
2200002D01Rik	0	0	0	0.008064516129	0.01234567593	0.003875968992	0	0.004065036585
2200002J24Rik	0.0151515	0	0	0	0	0	0	0.1111111111
2210010C04Rik	0.008620689655	0	0	0	0	0	0	0
2210016F16Rik	0.005401234127	0.006493506494	0.006722086207	0.004860289256	0.003300326733	0.01058201058	0	0.004789270115
2210016L21Rik	0.01264568881	0	0.008258258687	0.0003584229391	0.01418439716	0.008695652174	0.007462686567	0.01510067114
2210017I01Rik	0	0	0.02857142857	0	0	0	0	0
2210407C18Rik	0.0066666625	0.005102040816	0	0	0.02941176471	0	0	0
2210408I21Rik	0.01142380275	0.01330981334	0.009391462647	0.005848810362	0.008560605682	0.007544581276	0.001851851852	0.01047323507
2300002M23Rik	0.004098360656	0	0	0.008620689655	0	0	0	0
2300003K06Rik	0.02023810714	0	0	0	0	0	0	0
2300009A05Rik	0.005592838926	0	0.009756097561	0.009297054422	0	0.005376344086	0	0
2310002L09Rik	0.01851851852	0	0	0	0	0	0	0.01351351351
2310003L06Rik	0	0.3333333333	0.03703703704	0	0	0	0	0
2310009B15Rik	0.01774193548	0	0.005092597222	0	0	0	0	0
2310011J03Rik	0.01217738931	0	0.004798813953	0	0	0.006034482759	0	0.006849315068
2310022A10Rik	0.01801199644	0.02051281758	0.00202099685	0.01143583356	0.008140529563	0.01017878996	0.004219409283	0.02124183007
2310022B05Rik	0.01222490107	0.003284222836	0.00699460274	0.00312383165	0.001679259446	0.007450076805	0	0.007972665148
2310030G06Rik	0.009436272059	0.01030927835	0.001908396947	0	0	0	0	0.01973684211
2310033P09Rik	0.002244897143	0.002604164062	0	0.005985265193	0	0.004353231343	0	0
2310034C09Rik	0.007352941176	0	0	0	0	0	0	0
2310034G01Rik	0.002345763547	0	0.003333333333	0	0.006622516556	0.01519607647	0	0
2310039H08Rik	0	0	0.006666666667	0.003125	0	0	0	0
2310046K23Rik	0.01785714286	0	0	0	0	0	0	0
2310050C09Rik	0.01567055102	0	0	0.005555555556	0	0	0	0
2310057J18Rik	0.003623188406	0	0	0.02083333929	0	0	0	0
2310057M21Rik	0.01889380177	0.00487012987	0.002237136465	0.003427126894	0.001529050459	0.00664652568	0.01428571429	0.006779661017
2310057N15Rik	0	0	0	0.0208333125	0	0	0	0
2310061I04Rik	0.005698004274	0.006134969325	0.007207205405	0.000486381323	0.008333333333	0.0008733624454	0	0
2310061N02Rik	0	0	0	0	0	0.05555555556	0	0
2310079G19Rik	0	0	0	0	0	0	0	0
2410002F23Rik	0.01133834722	0.006289308176	0.006720430108	0.005245345178	0.001048220126	0	0.007042253521	0
2410004B18Rik	0.01307778299	0.004081632653	0	0	0	0.007936509158	0	0
2410004P03Rik	0.01380027184	0	0.002808988764	0	0	0.006333333333	0	0.01941747573
2410131K14Rik	0.01627233284	0.01454402594	0	0.003487562887	0	0.00689783736	0.002808988764	0.01393188545
2410137M14Rik	0.01597221667	0.01360542857	0.01818181818	0.008474576271	0	0	0	0
2410141K09Rik	0.02081032897	0.03117505971	0.009751143646	0.01806175521	0.07304525926	0.013333336	0.03873238028	0.04613094318
2510002D24Rik	0.007536944828	0	0	0.005681818182	0	0.002873563218	0.01315789474	0.005882352941
2510009E07Rik	0.01219229664	0.01701183432	0.004621676074	0.004409645788	0	0.008264914614	0.007434944238	0.01442307692
2510039O18Rik	0.008716706215	0.007722007722	0.0006172839506	0.006758189415	0	0.005108555556	0	0.005555555556
2610001J05Rik	0.002702702703	0.1111111111	0	0.03939392727	0	0	0	0
2610002M06Rik	0.02190766463	0.008064516129	0.02606837607	0	0	0	0	0
2610008E11Rik	0.02003968063	0.01666666667	0.007948716923	0.004069767442	0.01324503311	0.008968609865	0	0.01282051099
2610021A01Rik	0.009271523179	0.01813725294	0.01359337943	0.01381278425	0.01449275362	0	0	0.008403361345
2610028H24Rik	0.01312851242	0.005471378788	0.003180660305	0.001342281879	0	0.005952380952	0.003144650943	0.007523145833
2610042L04Rik	0.005376341935	0.02631578947	0	0.003731343284	0	0	0.01724137931	0
2610044O15Rik8	0.02026174834	0.007042253521	0.01550724348	0.01372547794	0.01219512195	0.01639344262	0	0.02259886441
2610301B20Rik	0.01213175783	0.01555555556	0.001877935211	0.01142348901	0	0.001597444089	0.01388888889	0.01535087719
2610318N02Rik	0.01866102151	0.007211538462	0.003487026119	0.003186275735	0.002717391304	0.007246376812	0.01754385965	0.00347221875
2610507B11Rik	0.01762429853	0.003205127404	0.006905594406	0.002138758998	0.00487012987	0.004334120567	0.008163265306	0.007188498403
2610528A11Rik	0.02313909632	0.01030927835	0	0.003352488506	0.05454545455	0.01709401709	0	0
2610528J11Rik	0.01211210811	0	0	0.001436784483	0	0	0	0.01
2700049A03Rik	0.02112575376	0.01522593222	0.005190890824	0.004278634648	0.007007007508	0.007209301395	0.007215006494	0.01976315354
2700062C07Rik	0.01131312727	0	0	0.002123140127	0.04	0	0	0
2700081O15Rik	0.004049230674	0	0.002	0.001182336752	0.003797468354	0.0095	0.003703703704	0.002747252747
2700097O09Rik	0.01750647467	0.003300330033	0.009967896629	0.009985314978	0.01226993865	0.008250825083	0	0.01485148515
2810004N23Rik	0.01100501053	0.0141509434	0.0008169926471	0.01165757279	0.005532502075	0.01681957187	0	0.04260089686
2810006K23Rik	0.01538331307	0.01658767773	0.003286383803	0.005411256494	0	0.0110619469	0.005376344086	0.00406504065
2810021J22Rik	0.01484375	0.02521008403	0.003693443213	0	0	0.0009225092251	0.008620689655	0.005494505495
2810408A11Rik	0.003861344526	0	0	0.001302085938	0	0.0008826126214	0.01960784314	0.07746478873
2810459M11Rik	0.004550530151	0.005162241888	0.003012048193	0.002747252747	0	0.008359133127	0.002976190476	0.02153557865
2900026A02Rik	0.01303966856	0.007111466381	0.004696702308	0.005012817079	0.001616880235	0.005905063262	0.001490947604	0.009854185011
2900092C05Rik	0.02067039106	0.04166666176	0.01438848921	0.01107594937	0	0.009174311927	0	0.01595744681
3110001I22Rik	0.008702278035	0	0	0.002914387978	0	0.007518796992	0	0.01428571429
3110009E18Rik	0.01647214989	0.008444442667	0.007341091316	0.008257283438	0.00113765529	0.002261209357	0	0.006597819277
3110021N24Rik	0.01254375354	0.01093613123	0.005762411348	0.01517450531	0.006963788301	0.006493506198	0	0.0125698324
3110040N11Rik	0.0192462014	0.002688169355	0.0226519337	0.01550387791	0.01298701299	0.006622516556	0.006289301887	0.05855855405
3110082I17Rik	0.01688329546	0.007893425797	0.005203402463	0.006667952522	0.00717299557	0.009186358271	0.005267778753	0.01234723957
3110082J24Rik	0.010557143	0	0	0.0006476683938	0	0.001069518717	0	0.008620689655
3300002I08Rik	0.02744169462	0.04133064516	0.013666665	0.005142641892	0.01883238983	0.009183673469	0.01219512195	0.01686507738
3425401B19Rik	0.01643781765	0.003253796095	0.002583333333	0.0005232405063	0	0.005503144528	0	0.005934718101
3830403N18Rik	0.02621723596	0.03333333333	0.01731601299	0	0	0	0	0.04166666667
3830406C13Rik	0.01355196541	0.01785714286	0.001413427562	0.0005787048611	0	0	0.00625	0.03703703704
3830417A13Rik	0.006849315068	0.02777777778	0.005952375	0	0	0	0	0
4430402I18Rik	0.01845732677	0.01827094439	0.006905833201	0.005420247135	0	0.007735168142	0.002188183807	0.009899748872
4632433K11Rik	0.01785714286	0	0	0	0	0	0	0
4833420G17Rik	0.01821232922	0.009971508547	0.004883513441	0.005847951754	0	0.008193979933	0	0.004901960784
4833427G06Rik	0.0171426671	0.02950190805	0.002178647059	0.007610351598	0.01408450704	0.009708737864	0	0.01369863014
4833439L19Rik	0.01619117335	0.0009881422925	0.006625565476	0.009042032258	0.0018939375	0.006410257692	0.005102040816	0.002096433962
4921504E06Rik	0.01880021276	0.01447105689	0.005825957227	0.003896103896	0.004310344828	0.003246753247	0	0.01374570447
4921507P07Rik	0.0105034148	0.005976095618	0.007922460177	0.00641516622	0.01282051282	0.001879699248	0.008333333333	0
4921517D22Rik	0.01169994194	0.01630434783	0.007692307692	0	0.009803921569	0	0	0.01764705882
4921524J17Rik	0.01270752401	0.003623188406	0.00136239782	0.002483973558	0.001149425287	0.01214355752	0	0.01256281407
4921524L21Rik	0.02080167021	0.01572327044	0.008513931889	0.004004003003	0	0.01052631579	0	0.02141203472
4921536K21Rik	0.01334740887	0.001633986928	0.001162790698	0.003214285	0	0.002544526718	0	0.007246376812
4921539E11Rik	0.02203577028	0.02491103203	0.00765503876	0.004025044723	0.01322751323	0.02061855412	0	0.01102941176
4930402F06Rik	0.01232993537	0.02222222222	0.009132420091	0.004657685556	0.01298701299	0.008720930233	0	0.007575757576
4930402H24Rik	0.02148078857	0.01174046348	0.004386929534	0.0109955019	0.008044263415	0.006513204497	0.00401836969	0.01275143606
4930402K13Rik	0.00641025	0	0	0	0	0	0	0.04166666667
4930404H24Rik	0	0	0	0	0	0	0	0
4930404N11Rik	0.007968021834	0.009401707692	0.002738652582	0.01901514545	0.00271002439	0.01819248826	0	0
4930407I10Rik	0.002283105023	0.01592356688	0	0	0	0	0	0.004742544715
4930412O13Rik	0	0	0	0	0	0.003527338624	0.01020408163	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	0.01498562467	0.01298701299	0.009646302251	0.008406645161	0	0.004545454545	0.008474576271	0.02762430939
4930430F08Rik	0.00563017094	0.02097902098	0.007092198582	0.003115264798	0.01171875	0.01030927835	0.005952380952	0.009554140127
4930432K21Rik	0.01552703705	0.03104575	0.005888536278	0.00293255132	0.01379310345	0.001950353191	0	0.009456262411
4930432M17Rik	0.02175438579	0.0125	0	0	0	0.005208328125	0	0
4930433I11Rik	0.03780862963	0	0	0.01063829787	0	0	0	0
4930438A08Rik	0.02123643354	0.01149425123	0.01346381851	0.001384615385	0	0.001992031873	0	0.02302631579
4930444G20Rik	0	0	0	0	0	0	0	0
4930444P10Rik	0.01835221488	0.02116402116	0.01296296296	0.005265302857	0.02234636872	0.00148809375	0.009433962264	0.009803921569
4930447A16Rik	0.02024231438	0.01086956522	0.002039625874	0.004136690647	0	0.006517692737	0	0.00406504065
4930447C04Rik	0.01005994563	0.01805868849	0.004371387283	0.0008972624495	0.009063444109	0.004025044723	0	0.01287878788
4930449I24Rik	0.003344484615	0	0	0.025	0	0	0	0
4930451I11Rik	0.0246212125	0	0	0	0	0	0	0
4930452B06Rik	0.01888598819	0.01812907832	0.006075617395	0.006013685456	0.01122791433	0.006627406618	0.003663003663	0.01270523847
4930453N24Rik	0.002800713873	0.005780346821	0.004993756554	0.004934210526	0	0.002057613169	0	0.009708737864
4930455H04Rik	0.01612137273	0.04761904762	0.002747252747	0.002216748768	0.01408450704	0.0030303	0	0.01123595506
4930469K13Rik	0.01237260299	0.02343493904	0.006824664911	0.002226427799	0.004249291785	0.008059236113	0.006329113924	0.015874854
4930470P17Rik	0.01693774194	0.006493506494	0.003816793893	0.00311203112	0.006172839506	0.001445086705	0	0.02202381071
4930474N05Rik	0.00396825	0.07692307692	0	0	0	0	0.1	0
4930486L24Rik	0.01187364052	0.006944444444	0.007575757576	0.007770006993	0	0	0	0
4930503B20Rik	0.004975124378	0.005494505495	0	0	0	0.01358024444	0	0
4930503E14Rik	0.01106370648	0.01588785047	0.01146788532	0.006962025316	0.006493506494	0.004444446667	0.02857142857	0.02482269149
4930503L19Rik	0.005752060096	0.004694835681	0.004280821918	0.003968251948	0	0.01115241636	0	0.005494505495
4930505A04Rik	0.01281328158	0.02611940299	0.005474452555	0.009713201299	0	0.01433691398	0	0.009615384615
4930512M02Rik	0.01106297203	0.02662721893	0.02418772563	0.01103367944	0	0.01212121212	0.03240740278	0.02717391304
4930513O06Rik	0.006578947368	0	0	0	0	0	0	0
4930516K23Rik	0.009195396552	0.01234566667	0	0	0	0	0	0
4930519G04Rik	0.01244496344	0.007480216617	0.001484375711	0.006157120615	0.005485232911	0.007074828571	0.004658385093	0.008293838863
4930522H14Rik	0.032559	0.004098360656	0.006983240223	0.01204146411	0.03246753247	0.0102739726	0.01923076923	0.01501500901
4930522L14Rik	0.01584638255	0.006944444444	0.008327550382	0.02338129496	0	0.01967213115	0	0.01075268817
4930523C07Rik	0.01581664299	0.02702702703	0.004132231405	0.002096436059	0	0.01044776119	0	0.01530612245
4930524B15Rik	0.01860465116	0	0.005208333333	0	0.008403361345	0.002994011976	0	0.02608695652
4930544D05Rik	0.004842610169	0	0	0	0	0	0	0.01515151515
4930544G11Rik	0	0	0	0	0	0	0	0
4930548H24Rik	0.02083334091	0	0.01875	0.005952380952	0	0	0	0
4930550C14Rik	0.0157000359	0.008974357988	0.001397624738	0.003418802198	0	0.001474926254	0.006369426752	0.00771055516
4930550L24Rik	0.00380952381	0.0074074	0	0.01408450704	0	0	0	0.03571428571
4930556J24Rik	0.02217704899	0.01396604861	0.01011019339	0.005392224814	0.007407407407	0.01139088729	0.00518134715	0.01213080063
4930558C23Rik	0.007200228916	0	0.01538461538	0.01395007048	0.01606425301	0.007905980769	0	0.01530612245
4930558K02Rik	0.007155123209	0.002354048023	0.001307188824	0.002884081531	0.003731343284	0.003957485323	0.005681818182	0.01475409836
4930562C15Rik	0.01493040953	0.01674276712	0.007414966071	0.01338022049	0.01704918033	0.01350877053	0.009174311927	0.01248799135
4930563E22Rik	0.009166666667	0	0.002801117647	0.003875968992	0.005813953488	0	0	0.009345794393
4930563M21Rik	0.01447520069	0.01829268293	0.006818181818	0.005312083665	0	0	0.01351351351	0
4930564D02Rik	0.006585622519	0.01550387597	0.005797101449	0	0.009174311927	0.005487804878	0.01470588235	0.02430555556
4930568D16Rik	0.01210317262	0.001503757895	0.003401360544	0	0.0125	0	0	0.01282051282
4930578G10Rik	0.0135597473	0.01712250598	0.007983143757	0.007565846154	0.01737451802	0.01107927364	0.02265861027	0.02173913043
4930578I06Rik	0.01545650964	0.01515151515	0.003378378378	0	0.005882352941	0.01737792373	0	0.01268115761
4930579F01Rik	0.0122260872	0.0007987220447	0.002448797863	0.001513027611	0.004319654428	0.01378620057	0.001107418605	0.008756038043
4930579G24Rik	0.002356901235	0.02235772358	0.002624669291	0.002207503311	0	0.003759398496	0	0.01587301587
4930583I09Rik	0.04594594595	0	0.01612903226	0	0	0	0	0
4930590J08Rik	0.01550160449	0.01255230126	0.006413611257	0.003288797362	0.003711484594	0.002538071066	0.003623188406	0.00952381039
